X,beta,r0,eta0,zeta0,Xout
3fd3333333333333,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fddeff55fec1d86
3f50624dd2f1a9fc,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdb66a6c75b33ac
3fa661b807058f11,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdbe8d7cdd8b80a
3fb6202ecfb9c869,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdc5e1d6a60a5bb
3fc087c0cdf864a5,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdcc5eeb2638ea4
3fc5ff6a3413e515,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd1fc67b14f909
3fcb77139a2f6585,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd6b2fc0dca5f4
3fd0775e802572fb,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdda7da280988d4
3fd3333333333333,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fddd5bacdfd1fd4
3f50624dd2f1a9fc,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdb66a6ab8e8cd4
3fa661b807058f11,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdbe80dce3ca423
3fb6202ecfb9c869,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdc5b227607d390
3fc087c0cdf864a5,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdcbf8f1ab31d80
3fc5ff6a3413e515,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd15137ca5f205
3fcb77139a2f6585,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd5b91fff75e4a
3fd0775e802572fb,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd93236047780a
3fd3333333333333,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fddbc33593cfc08
3f50624dd2f1a9fc,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdb66a68fc1e679
3fa661b807058f11,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdbe743ea4134e2
3fb6202ecfb9c869,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdc582922440aaa
3fc087c0cdf864a5,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdcb9376add2469
3fc5ff6a3413e515,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd0a784a77f9ab
3fcb77139a2f6585,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd4c2ab82bf5a6
3fd0775e802572fb,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd7ed4324801e1
3fd3333333333333,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdda356ef2a9bbc
3f50624dd2f1a9fc,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdb66a673f5409f
3fa661b807058f11,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdbe67a21e06d9d
3fb6202ecfb9c869,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdc55316da9b2cb
3fc087c0cdf864a5,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdcb2e7931140b0
3fc5ff6a3413e515,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdcfff48e66303d
3fcb77139a2f6585,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd3cf8b11d4752
3fd0775e802572fb,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd6ae940044f7b
3fd3333333333333,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd8b1e000add60
3f50624dd2f1a9fc,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdb66a658289b47
3fa661b807058f11,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdbe5b07514538b
3fb6202ecfb9c869,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdc523b56cef77a
3fc087c0cdf864a5,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdcac9f83abffcc
3fc5ff6a3413e515,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdcf587f40585e1
3fcb77139a2f6585,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd2dfabc506b66
3fd0775e802572fb,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd575f52ea766d
3fd3333333333333,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd738174548d8c
3f50624dd2f1a9fc,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdb66a63c5bf669
3fa661b807058f11,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdbe4e6e3d6edb9
3fb6202ecfb9c869,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdc4f46dc4bc531
3fc087c0cdf864a5,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdca65f2d3639b5
3fc5ff6a3413e515,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdceb322899477d
3fcb77139a2f6585,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd1f2fb4c57fec
3fd0775e802572fb,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd4433598bc917
3fd3333333333333,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfd0000000000000,3fdd5c7aa32591a6
3f50624dd2f1a9fc,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdb6615a82f54f3
3fa661b807058f11,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdbd1b9259dec4c
3fb6202ecfb9c869,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc3395b398e39b
3fc087c0cdf864a5,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc8af691b7d55d
3fc5ff6a3413e515,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcd724e8d2fa0f
3fcb77139a2f6585,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd17749473d275
3fd0775e802572fb,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd4b5981df8ae2
3fd3333333333333,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd728a2402f31c
3f50624dd2f1a9fc,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdb66158c654695
3fa661b807058f11,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdbd0f244b69feb
3fb6202ecfb9c869,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc30b1507936a1
3fc087c0cdf864a5,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc84dcd1cfef91
3fc5ff6a3413e515,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdccd0909af555f
3fcb77139a2f6585,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd08e1999cdd1b
3fd0775e802572fb,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd383dcfecd126
3fd3333333333333,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd5b3f08fd29ba
3f50624dd2f1a9fc,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdb6615709b38b5
3fa661b807058f11,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdbd02b7ec3fe06
3fb6202ecfb9c869,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc2dce7a7b26ce
3fc087c0cdf864a5,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc7eca70a72bac
3fc5ff6a3413e515,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcc302e16ef49c
3fcb77139a2f6585,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcfa7f4ed64552
3fd0775e802572fb,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd257ce2a52cb2
3fd3333333333333,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd4486e6a00ce7
3f50624dd2f1a9fc,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdb661554d12b54
3fa661b807058f11,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdbcf64d3c03ed0
3fb6202ecfb9c869,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc2aed304b0318
3fc087c0cdf864a5,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc78bf5feca367
3fc5ff6a3413e515,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcb91224658ad4
3fcb77139a2f6585,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcec4ca97d959e
3fd0775e802572fb,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd1313ee205c03
3fd3333333333333,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd2e5b9f598cfd
3f50624dd2f1a9fc,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdb661539071e73
3fa661b807058f11,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdbce9e43a59c3b
3fb6202ecfb9c869,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc280d7096b80b
3fc087c0cdf864a5,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc72bb9176efba
3fc5ff6a3413e515,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcaf36885c6543
3fcb77139a2f6585,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcde48a6ff2815
3fd0775e802572fb,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd01004588f648
3fd3333333333333,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd18b7712d5ce2
3f50624dd2f1a9fc,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdb66151d3d120e
3fa661b807058f11,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdbcdd7ce6e5201
3fb6202ecfb9c869,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc252f3a0dcd3c
3fc087c0cdf864a5,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc6cbef7439b93
3fc5ff6a3413e515,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdca56fc4891972
3fcb77139a2f6585,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcd0724c85c5f3
3fd0775e802572fb,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcef3f5960df4e
3fd3333333333333,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdd0394eed9d6b7
3f50624dd2f1a9fc,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdb66150173062f
3fa661b807058f11,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdbcd1174149d9d
3fb6202ecfb9c869,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc22528b6162bd
3fc087c0cdf864a5,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc66c9837698fb
3fc5ff6a3413e515,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc9bbd91847c8a
3fcb77139a2f6585,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcc2c8a6ae1b20
3fd0775e802572fb,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcddceb5e3d5d3
3fd3333333333333,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdceeeef99c1da3
3f50624dd2f1a9fc,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdb6614e5a8facb
3fa661b807058f11,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdbcc4b3492be4c
3fb6202ecfb9c869,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc1f7763442e9d
3fc087c0cdf864a5,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc60db2859b88f
3fc5ff6a3413e515,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdc921fa941e0cb
3fcb77139a2f6585,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcb54ac93dc62c
3fd0775e802572fb,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcccac0185b601
3fd3333333333333,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfc6db6db6db6db7,3fdcdac0bb8296ec
3f50624dd2f1a9fc,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdb65845b76bbdc
3fa661b807058f11,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbb954c23e0208
3fb6202ecfb9c869,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc045376364942
3fc087c0cdf864a5,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc460c37483556
3fc5ff6a3413e515,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc7e194cd66faa
3fcb77139a2f6585,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdcac3065216939
3fd0775e802572fb,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdcd03540b0b86a
3fd3333333333333,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdcea5448b176bd
3f50624dd2f1a9fc,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdb65843faf46a3
3fa661b807058f11,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbb891244a3926
3fb6202ecfb9c869,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc0187b844c4f6
3fc087c0cdf864a5,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc404220289b6e
3fc5ff6a3413e515,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc74b13e4dd56c
3fcb77139a2f6585,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc9ee7d4981029
3fd0775e802572fb,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdcbf2994bc1915
3fd3333333333333,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdcd5ff3f1438cb
3f50624dd2f1a9fc,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdb658423e7d1e8
3fa661b807058f11,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbb7cda0993ddc
3fb6202ecfb9c869,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbfebd72a89dee
3fc087c0cdf864a5,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc3a7ed039932b
3fc5ff6a3413e515,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc6b5c85992f02
3fcb77139a2f6585,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc91c923f0e3b8
3fd0775e802572fb,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdcae692362df3a
3fd3333333333333,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdcc21f5a2502f7
3f50624dd2f1a9fc,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdb658408205dac
3fa661b807058f11,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbb70a37257e6d
3fb6202ecfb9c869,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbfbf4a4272771
3fc087c0cdf864a5,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc34c23ac4cbe2
3fc5ff6a3413e515,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc621ae282aa99
3fcb77139a2f6585,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc84d37ba7be39
3fd0775e802572fb,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc9df1c71e3ec9
3fd3333333333333,3ff4a9b101767dcf,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdcaeb027e45066
3f50624dd2f1a9fc,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdb6583ec58e9f2
3fa661b807058f11,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbb646e7e96ac9
3fb6202ecfb9c869,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbf92d4b872b38
3fc087c0cdf864a5,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc2f0c5335d032
3fc5ff6a3413e515,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc58ec1602822d
3fcb77139a2f6585,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc78060a578a5c
3fd0775e802572fb,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc8dc170819102
3fd3333333333333,3ffb7f44c118de5b,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc9bad731e4b3f
3f50624dd2f1a9fc,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdb6583d09176b4
3fa661b807058f11,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbb583b2df7481
3fb6202ecfb9c869,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbf6676790e73a
3fc087c0cdf864a5,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc295d0d19912e
3fc5ff6a3413e515,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc4fcfe237cddb
3fcb77139a2f6585,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc6b600480de1a
3fd0775e802572fb,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc7dd62515d58a
3fd3333333333333,40012a6c405d9f73,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc89133f4198bf
3f50624dd2f1a9fc,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdb6583b4ca03f7
3fa661b807058f11,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbb4c098020ee1
3fb6202ecfb9c869,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbf3a2f70e0b62
3fc087c0cdf864a5,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc23b45c1df351
3fc5ff6a3413e515,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc46c60a618be9
3fcb77139a2f6585,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc5ee0a4532781
3fd0775e802572fb,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc6e2dfe479e35
3fd3333333333333,40049536202ecfba,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc76ddc48e9c8e
3f50624dd2f1a9fc,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdb6583990291b8
3fa661b807058f11,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbb3fd974baee0
3fb6202ecfb9c869,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdbf0dff8c9b750
3fc087c0cdf864a5,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc1e1234115d73
3fc5ff6a3413e515,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc3dce52d7dc68
3fcb77139a2f6585,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc52872978486a
3fd0775e802572fb,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc5ec728660867
3fd3333333333333,4007ffffffffffff,3fd0000000000000,bfd0000000000000,bfbb6db6db6db6dc,3fdc65096c9698ef
3f50624dd2f1a9fc,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdb64f318c9823e
3fa661b807058f11,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdba13d46fb799d
3fb6202ecfb9c869,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdbd64362d96e20
3fc087c0cdf864a5,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdc03d4117f0f0d
3fc5ff6a3413e515,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdc29d31868681c
3fcb77139a2f6585,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdc4842d38d4209
3fd0775e802572fb,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdc5f509fbcfc9a
3fd3333333333333,3f847ae147ae147b,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdc6f64f364cbe2
3f50624dd2f1a9fc,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdb64f2fd04a5d5
3fa661b807058f11,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdba07cd97deb9e
3fb6202ecfb9c869,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdbd38f2bf515d6
3fc087c0cdf864a5,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdbfe540f2b70e5
3fc5ff6a3413e515,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdc210d966ddfe6
3fcb77139a2f6585,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdc3c1bff6c4ec4
3fd0775e802572fb,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdc50054235674a
3fd3333333333333,3fdbfa2608c6f2d6,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdc5d7e3a154b24
3f50624dd2f1a9fc,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdb64f2e13fc9ec
3fa661b807058f11,3feba83a83a83a84,3fd0000000000000,bfd0000000000000,bfa2492492492494,3fdb9fbc859729d1
